0	2.30943
10	2.45681
20	2.54168
30	2.48711
40	2.2672
50	1.90173
60	1.4404
70	0.947421
80	0.493101
90	0.151832
100	0
110	0.106515
120	0.513151
130	1.20995
140	2.11743
150	3.08848
160	3.93678
170	4.48746
180	4.63437
190	4.38206
200	3.85372
210	3.25765
220	2.8211
230	2.71382
240	2.9893
250	3.56616
260	4.25712
270	4.83518
280	5.1121
290	5.00038
300	4.53679
310	3.86103
320	3.16039
330	2.6032
340	2.28627
350	2.21354
