0	2.3
10	2.14593
20	1.725
30	1.15
40	0.575
50	0.154071
60	0
70	0.154071
80	0.575
90	1.15
100	1.725
110	2.14593
120	2.3
130	2.14593
140	1.725
150	1.15
160	0.575
170	0.154071
180	0
190	0.154071
200	0.575
210	1.15
220	1.725
230	2.14593
240	2.3
250	2.14593
260	1.725
270	1.15
280	0.575
290	0.154071
300	0
310	0.154071
320	0.575
330	1.15
340	1.725
350	2.14593
