0	0.726603
10	0.788283
20	1.00788
30	1.32412
40	1.64239
50	1.86459
60	1.92029
70	1.78838
80	1.50207
90	1.13634
100	0.782713
110	0.520659
120	0.395297
130	0.407976
140	0.521248
150	0.674746
160	0.805323
170	0.864623
180	0.829503
190	0.704123
200	0.515374
210	0.304889
220	0.120254
230	0.006798
240	0
250	0.118274
260	0.356743
270	0.683953
280	1.04413
290	1.36695
300	1.58404
310	1.64871
320	1.55243
330	1.33169
340	1.06094
350	0.832133
